checkpoint_path,status,updated_at,checkpoint_type,branch,ssl_objective,segment_ssl_method,base_seed,effective_seed,fold_index,test_subject_id,excluded_subject_id,ssl_data_scope,historical_unlabeled_pretraining,segment_feature_kind,supervised_feature_kind,encoder_kind,embedding_dim,dropout,projection_dim,pretrain_epochs,pretrain_lr,batch_size,feature_mask_prob,noise_std,lambda_latent,lambda_local,n_ssl_segments,source_feature_manifest_hash,graph_smoothness_weight,qeeg_auxiliary_enabled,lambda_qeeg,qeeg_feature_name,qeeg_scaler_hash,qeeg_fit_subject_ids,data_scope,seed
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold12_test_sub18_emb32_pre20_all-patient.pt,saved,2026-05-28T07:12:37.264110+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,33,12,sub18,sub18,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8062,bac59d775c21a6d1b3fb555e81ec88d87e4d9fd6ee6582592c4c5c9ad3d0b2cc,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold13_test_sub20_emb32_pre20_all-patient.pt,saved,2026-05-28T07:15:06.537891+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,34,13,sub20,sub20,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8084,ce48ee398e2fbdaadb9033ba6f44649bd429dac16ba51bae3d59b3f475f6c159,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold14_test_sub22_emb32_pre20_all-patient.pt,saved,2026-05-28T07:17:34.998661+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,35,14,sub22,sub22,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8074,8a0f1104fb3f4d492152208fa8ec34309c9ef38027a3a2fc3dbf4bda152e163c,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold15_test_sub24_emb32_pre20_all-patient.pt,saved,2026-05-28T07:20:03.818718+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,36,15,sub24,sub24,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8059,c2e69470656b724634b40e2eeb5acb6045957048dd0f672cfd21c20d35f9412d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold16_test_sub27_emb32_pre20_all-patient.pt,saved,2026-05-28T07:22:31.453756+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,37,16,sub27,sub27,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8018,d89260eb1cee74fc2169c14dcccf251642f93a15ea042e295072cdc25630c71b,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold17_test_sub28_emb32_pre20_all-patient.pt,saved,2026-05-28T07:25:00.428360+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,38,17,sub28,sub28,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8038,6f637118d994bea81f0a49f5229aaab64f89c91c73f85f2a52042234502cbc2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold18_test_sub29_emb32_pre20_all-patient.pt,saved,2026-05-28T07:27:29.518139+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,39,18,sub29,sub29,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8097,d867b252a4336a04acb42174792b551efcda4b375a09b1e53a984b601f62f2a8,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold02_test_sub07_emb32_pre20_all-patient.pt,saved,2026-05-28T06:47:47.523994+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,23,2,sub07,sub07,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8026,4ba14b2fb1ee53ab5cd522f0c22e9a2c86301bdb281a5bb758a5d9744712ab2a,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold03_test_sub08_emb32_pre20_all-patient.pt,saved,2026-05-28T06:50:16.531033+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,24,3,sub08,sub08,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8053,c2a02cf6471c3a4f6bde3ab343c291a67853cac3b915bed36cdbc067bee06968,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold04_test_sub09_emb32_pre20_all-patient.pt,saved,2026-05-28T06:52:47.549783+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,25,4,sub09,sub09,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8114,7dcd4ef129151066d86b6292b048df6875d6455b0b6a6879f79a78339f4a3032,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold05_test_sub10_emb32_pre20_all-patient.pt,saved,2026-05-28T06:55:16.637437+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,26,5,sub10,sub10,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8081,a2a4809307d2624c7139baa99b8637d277550739ae72749a09106e11699b6e2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold06_test_sub11_emb32_pre20_all-patient.pt,saved,2026-05-28T06:57:45.797716+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,27,6,sub11,sub11,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8078,e9ae05e8fe3aad3396e3d416a22f8fe0151a9f0f56b57a1fbd7c19ffe1a0a8bd,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold07_test_sub13_emb32_pre20_all-patient.pt,saved,2026-05-28T07:00:14.760383+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,28,7,sub13,sub13,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8093,7dd35e62a5c334ee711acd297f3655b3b2dd39192baca167918c29f0c7b97e55,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold08_test_sub14_emb32_pre20_all-patient.pt,saved,2026-05-28T07:02:43.621515+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,29,8,sub14,sub14,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8088,38f5ac9a41fe247baace95b9af012012a8ce8efc7f712d12d66f41e91a3c8cb7,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed21_fold09_test_sub15_emb32_pre20_all-patient.pt,saved,2026-05-28T07:05:11.831113+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,21,30,9,sub15,sub15,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8048,e5557287012725db67daa9966b2108cbfc4dc28cf8dce6a4c5fb4fbbd1e1adf9,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold00_test_sub01_emb32_pre20_all-patient.pt,saved,2026-05-27T21:48:40.715874+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,3,0,sub01,sub01,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8025,a9c4ddbe9107db6001a9aeab66546ef1352d258adfba4203b258a9ec245f9ab3,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold01_test_sub05_emb32_pre20_all-patient.pt,saved,2026-05-27T21:50:42.357652+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,4,1,sub05,sub05,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8026,644a11006534e1c244d69a88306652bab11a563d75cb1ff3a8ba2d380040c944,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold10_test_sub16_emb32_pre20_all-patient.pt,saved,2026-05-27T22:09:13.909811+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,13,10,sub16,sub16,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8044,b3fa027035ebd038e0f83572e6fb5adf4c7020aec8f2e893cbea8cf665682898,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold11_test_sub17_emb32_pre20_all-patient.pt,saved,2026-05-27T22:11:17.312320+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,14,11,sub17,sub17,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8028,ee93f42d7e17201e13d7b8b1555e0f84ba1d3a29a53d07bc92ebd5d5318fa2c6,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold12_test_sub18_emb32_pre20_all-patient.pt,saved,2026-05-27T22:13:20.542473+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,15,12,sub18,sub18,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8062,bac59d775c21a6d1b3fb555e81ec88d87e4d9fd6ee6582592c4c5c9ad3d0b2cc,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold13_test_sub20_emb32_pre20_all-patient.pt,saved,2026-05-27T22:15:25.163957+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,16,13,sub20,sub20,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8084,ce48ee398e2fbdaadb9033ba6f44649bd429dac16ba51bae3d59b3f475f6c159,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold14_test_sub22_emb32_pre20_all-patient.pt,saved,2026-05-27T22:17:28.814443+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,17,14,sub22,sub22,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8074,8a0f1104fb3f4d492152208fa8ec34309c9ef38027a3a2fc3dbf4bda152e163c,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold15_test_sub24_emb32_pre20_all-patient.pt,saved,2026-05-27T22:19:31.680732+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,18,15,sub24,sub24,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8059,c2e69470656b724634b40e2eeb5acb6045957048dd0f672cfd21c20d35f9412d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold16_test_sub27_emb32_pre20_all-patient.pt,saved,2026-05-27T22:21:35.596542+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,19,16,sub27,sub27,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8018,d89260eb1cee74fc2169c14dcccf251642f93a15ea042e295072cdc25630c71b,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold17_test_sub28_emb32_pre20_all-patient.pt,saved,2026-05-27T22:23:38.200426+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,20,17,sub28,sub28,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8038,6f637118d994bea81f0a49f5229aaab64f89c91c73f85f2a52042234502cbc2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold18_test_sub29_emb32_pre20_all-patient.pt,saved,2026-05-27T22:25:43.441254+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,21,18,sub29,sub29,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8097,d867b252a4336a04acb42174792b551efcda4b375a09b1e53a984b601f62f2a8,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold02_test_sub07_emb32_pre20_all-patient.pt,saved,2026-05-27T21:52:45.255161+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,5,2,sub07,sub07,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8026,4ba14b2fb1ee53ab5cd522f0c22e9a2c86301bdb281a5bb758a5d9744712ab2a,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold03_test_sub08_emb32_pre20_all-patient.pt,saved,2026-05-27T21:54:49.697412+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,6,3,sub08,sub08,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8053,c2a02cf6471c3a4f6bde3ab343c291a67853cac3b915bed36cdbc067bee06968,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold04_test_sub09_emb32_pre20_all-patient.pt,saved,2026-05-27T21:56:52.663898+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,7,4,sub09,sub09,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8114,7dcd4ef129151066d86b6292b048df6875d6455b0b6a6879f79a78339f4a3032,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold05_test_sub10_emb32_pre20_all-patient.pt,saved,2026-05-27T21:58:56.651665+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,8,5,sub10,sub10,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8081,a2a4809307d2624c7139baa99b8637d277550739ae72749a09106e11699b6e2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold06_test_sub11_emb32_pre20_all-patient.pt,saved,2026-05-27T22:01:00.751147+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,9,6,sub11,sub11,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8078,e9ae05e8fe3aad3396e3d416a22f8fe0151a9f0f56b57a1fbd7c19ffe1a0a8bd,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold07_test_sub13_emb32_pre20_all-patient.pt,saved,2026-05-27T22:03:04.853075+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,10,7,sub13,sub13,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8093,7dd35e62a5c334ee711acd297f3655b3b2dd39192baca167918c29f0c7b97e55,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold08_test_sub14_emb32_pre20_all-patient.pt,saved,2026-05-27T22:05:08.385740+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,11,8,sub14,sub14,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8088,38f5ac9a41fe247baace95b9af012012a8ce8efc7f712d12d66f41e91a3c8cb7,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed3_fold09_test_sub15_emb32_pre20_all-patient.pt,saved,2026-05-27T22:07:11.668357+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,3,12,9,sub15,sub15,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8048,e5557287012725db67daa9966b2108cbfc4dc28cf8dce6a4c5fb4fbbd1e1adf9,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold00_test_sub01_emb32_pre20_all-patient.pt,saved,2026-05-28T05:07:52.745320+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,4,0,sub01,sub01,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8025,a9c4ddbe9107db6001a9aeab66546ef1352d258adfba4203b258a9ec245f9ab3,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold01_test_sub05_emb32_pre20_all-patient.pt,saved,2026-05-28T05:10:19.056208+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,5,1,sub05,sub05,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8026,644a11006534e1c244d69a88306652bab11a563d75cb1ff3a8ba2d380040c944,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold10_test_sub16_emb32_pre20_all-patient.pt,saved,2026-05-28T05:32:24.193110+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,14,10,sub16,sub16,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8044,b3fa027035ebd038e0f83572e6fb5adf4c7020aec8f2e893cbea8cf665682898,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold11_test_sub17_emb32_pre20_all-patient.pt,saved,2026-05-28T05:34:51.594321+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,15,11,sub17,sub17,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8028,ee93f42d7e17201e13d7b8b1555e0f84ba1d3a29a53d07bc92ebd5d5318fa2c6,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold12_test_sub18_emb32_pre20_all-patient.pt,saved,2026-05-28T05:37:17.966854+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,16,12,sub18,sub18,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8062,bac59d775c21a6d1b3fb555e81ec88d87e4d9fd6ee6582592c4c5c9ad3d0b2cc,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold13_test_sub20_emb32_pre20_all-patient.pt,saved,2026-05-28T05:39:45.950159+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,17,13,sub20,sub20,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8084,ce48ee398e2fbdaadb9033ba6f44649bd429dac16ba51bae3d59b3f475f6c159,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold14_test_sub22_emb32_pre20_all-patient.pt,saved,2026-05-28T05:42:14.671137+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,18,14,sub22,sub22,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8074,8a0f1104fb3f4d492152208fa8ec34309c9ef38027a3a2fc3dbf4bda152e163c,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold15_test_sub24_emb32_pre20_all-patient.pt,saved,2026-05-28T05:44:42.479671+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,19,15,sub24,sub24,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8059,c2e69470656b724634b40e2eeb5acb6045957048dd0f672cfd21c20d35f9412d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold16_test_sub27_emb32_pre20_all-patient.pt,saved,2026-05-28T05:47:10.725028+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,20,16,sub27,sub27,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8018,d89260eb1cee74fc2169c14dcccf251642f93a15ea042e295072cdc25630c71b,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold17_test_sub28_emb32_pre20_all-patient.pt,saved,2026-05-28T05:49:37.836626+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,21,17,sub28,sub28,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8038,6f637118d994bea81f0a49f5229aaab64f89c91c73f85f2a52042234502cbc2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold18_test_sub29_emb32_pre20_all-patient.pt,saved,2026-05-28T05:52:06.883939+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,22,18,sub29,sub29,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8097,d867b252a4336a04acb42174792b551efcda4b375a09b1e53a984b601f62f2a8,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold02_test_sub07_emb32_pre20_all-patient.pt,saved,2026-05-28T05:12:45.817743+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,6,2,sub07,sub07,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8026,4ba14b2fb1ee53ab5cd522f0c22e9a2c86301bdb281a5bb758a5d9744712ab2a,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold03_test_sub08_emb32_pre20_all-patient.pt,saved,2026-05-28T05:15:11.644433+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,7,3,sub08,sub08,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8053,c2a02cf6471c3a4f6bde3ab343c291a67853cac3b915bed36cdbc067bee06968,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold04_test_sub09_emb32_pre20_all-patient.pt,saved,2026-05-28T05:17:40.075283+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,8,4,sub09,sub09,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8114,7dcd4ef129151066d86b6292b048df6875d6455b0b6a6879f79a78339f4a3032,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold05_test_sub10_emb32_pre20_all-patient.pt,saved,2026-05-28T05:20:07.823054+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,9,5,sub10,sub10,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8081,a2a4809307d2624c7139baa99b8637d277550739ae72749a09106e11699b6e2d,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold06_test_sub11_emb32_pre20_all-patient.pt,saved,2026-05-28T05:22:35.144782+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,10,6,sub11,sub11,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8078,e9ae05e8fe3aad3396e3d416a22f8fe0151a9f0f56b57a1fbd7c19ffe1a0a8bd,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold07_test_sub13_emb32_pre20_all-patient.pt,saved,2026-05-28T05:25:03.343447+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,11,7,sub13,sub13,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8093,7dd35e62a5c334ee711acd297f3655b3b2dd39192baca167918c29f0c7b97e55,,,,,,,,
E:\AAAProjectList\EEG_PredictStokeDLModel\results\checkpoints\ssl_encoders\segssl_barlow_wpli_seed4_fold08_test_sub14_emb32_pre20_all-patient.pt,saved,2026-05-28T05:27:31.001647+00:00,segment_ssl_encoder,wpli,barlow,segment_barlow,4,12,8,sub14,sub14,all-patient,True,fc-wpli,psd-fc-wpli,cnn,32,0.0,32,20,0.001,16,0.03,0.02,1.0,0.1,8088,38f5ac9a41fe247baace95b9af012012a8ce8efc7f712d12d66f41e91a3c8cb7,,,,,,,,
