feature_id,k,n_selected,n_seeds,selection_frequency,feature_family,stability_metric,seed_a,seed_b,spearman_corr,jaccard_similarity,mean_abs_attribution,bootstrap_ci_low,bootstrap_ci_high,n_subjects,validation_source,group_name,delta_probability
EC|CP3-PO7|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP4-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP4-TP8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP5-CP2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP5-P5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP6-P8|Theta,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CP6-POZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CPZ-CP6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CPZ-PO7|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CZ-C6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CZ-C6|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CZ-C6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CZ-P1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|CZ-TP7|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-C4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-CP1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-CP4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-FCZ|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-PO3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F1-PO4|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-CP5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-CPZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-FCZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-FT7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-O1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-OZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-P3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-PO5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-PO7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F2-TP8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-C4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-FC2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-FC3|Theta,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-FZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-P6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-PO4|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-PO6|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-PO6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F3-POZ|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-C6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-CP2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-F8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-FC4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-FC5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-O1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-PO5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-PO7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F4-POZ|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F5-C1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F5-F3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F5-FC2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F5-FC4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F5-PO8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-C2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-C4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-C6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-CB1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-CP1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-CP6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-F8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-FC6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-FT7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-FT8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-PO5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-PO5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F6-TP7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-C1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-CB2|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-CPZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-P8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-PO4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-PO4|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-PO6|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-PO8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F7-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-C4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-CP2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FC3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FCZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-FT8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-P1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-PO7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-T8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|F8-TP7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-CB2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-FC2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-FCZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-OZ|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-T8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC1-TP7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-C1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-C6|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC2-P3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-C6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-CB2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-FC4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-FT8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-OZ|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-OZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-POZ|Alpha,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC3-T8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-P4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-POZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC4-T7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC5-FT8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC5-PO6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC5-PO8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC5-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-C4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-CP5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-CP6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-P6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-P7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-PO3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-PO5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-T7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FC6-TP7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FCZ-C1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FCZ-CP1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FCZ-PZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-C5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-F1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-F2|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-F3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-F6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-FC6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-FC6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-FT7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-P3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP1-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-C4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-CPZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-CZ|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-F4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FC2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FC3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FC4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-FT8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FP2-P4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-C5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-F4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-F6|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-F7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FPZ-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT7-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT7-CP4|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT7-PZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-C2|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-CP4|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-CP5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-CP6|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P5|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-P7|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-PO3|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FT8-PO5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-C3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FC1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FC3|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-FCZ|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-P8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|FZ-PO3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P1-P8|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P3-P8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P3-PO5|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P3-PO7|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P4-P8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|P6-P8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|PO3-CB1|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|PO6-PO8|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T7-C2|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T7-P2|Beta Medium,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T7-P7|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P1|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P3|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-P5|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|T8-PO7|Beta Low,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|TP7-O1|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
EC|TP7-TP8|Beta High,50.0,1.0,10.0,0.1,WPLI,topk_selection_frequency,,,,,,,,,topk_selection_stability,,
